~id,~label,type:String,balance:Double,bank_name:String,status:String,created_date:Date,fraud_flag:Boolean
A000083601,account,checking,47108.78,Indian Bank,active,2025-04-28T22:16:49Z,False
A000083701,account,credit,-30714.14,Indian Overseas Bank,active,2024-05-23T22:16:49Z,False
A000083801,account,savings,181487.01,Union Bank of India,active,2024-09-12T22:16:49Z,False
A000083802,account,checking,29191.43,HDFC Bank,active,2023-09-16T22:16:49Z,True
A000083803,account,checking,30428.33,Indian Overseas Bank,active,2025-06-11T22:16:49Z,False
A000083901,account,savings,310003.66,Axis Bank,active,2024-04-13T22:16:49Z,True
A000084001,account,credit,-48194.98,Canara Bank,active,2025-06-30T22:16:49Z,False
A000084002,account,savings,161145.79,Axis Bank,active,2025-06-05T22:16:49Z,False
A000084101,account,credit,-39702.79,Union Bank of India,active,2025-08-17T22:16:49Z,False
A000084201,account,savings,477099.07,Kotak Mahindra Bank,active,2023-04-13T22:16:49Z,False
A000084202,account,savings,212838.25,IDBI Bank,active,2025-08-17T22:16:49Z,True
A000084203,account,credit,-19623.23,Kotak Mahindra Bank,active,2023-02-17T22:16:49Z,False
A000084301,account,credit,-15325.52,Axis Bank,active,2023-12-11T22:16:49Z,False
A000084302,account,savings,122459.51,Indian Bank,active,2024-01-04T22:16:49Z,False
A000084303,account,credit,-25355.62,Canara Bank,active,2024-03-21T22:16:49Z,False
A000084401,account,credit,-21960.31,Axis Bank,active,2024-02-27T22:16:49Z,False
A000084402,account,savings,198793.25,Axis Bank,active,2025-04-14T22:16:49Z,False
A000084501,account,checking,20041.83,Punjab National Bank,active,2024-12-17T22:16:49Z,False
A000084502,account,checking,343.06,Punjab National Bank,active,2025-05-19T22:16:49Z,False
A000084601,account,credit,-19621.41,Kotak Mahindra Bank,active,2023-08-05T22:16:49Z,False
A000084701,account,savings,496245.64,ICICI Bank,active,2025-06-07T22:16:49Z,False
A000084801,account,credit,-10694.82,HDFC Bank,active,2023-01-19T22:16:49Z,False
A000084802,account,credit,-18450.96,State Bank of India,active,2023-06-24T22:16:49Z,False
A000084901,account,credit,-1939.6,IDBI Bank,active,2025-08-06T22:16:49Z,True
A000085001,account,credit,-15091.81,Yes Bank,active,2023-04-28T22:16:49Z,False
A000085002,account,checking,17205.47,State Bank of India,active,2022-12-24T22:16:49Z,True
A000085101,account,checking,13997.05,Syndicate Bank,active,2023-09-05T22:16:49Z,True
A000085102,account,credit,-7387.88,HDFC Bank,active,2025-06-09T22:16:49Z,False
A000085103,account,checking,27853.67,Punjab National Bank,active,2025-05-04T22:16:49Z,False
A000085201,account,credit,-9516.11,Yes Bank,active,2023-04-13T22:16:49Z,False
A000085301,account,checking,47993.32,Indian Overseas Bank,active,2025-06-27T22:16:49Z,False
A000085302,account,savings,244332.98,Punjab National Bank,active,2025-05-14T22:16:49Z,False
A000085303,account,savings,38957.23,Kotak Mahindra Bank,active,2024-12-20T22:16:49Z,False
A000085401,account,credit,-25221.15,State Bank of India,active,2025-07-14T22:16:49Z,False
A000085402,account,credit,-5632.19,Canara Bank,active,2024-09-26T22:16:49Z,False
A000085501,account,savings,275107.59,Axis Bank,active,2023-05-15T22:16:49Z,False
A000085502,account,checking,23022.77,Federal Bank,active,2024-10-30T22:16:49Z,False
A000085503,account,credit,-23519.67,Punjab National Bank,active,2023-07-16T22:16:49Z,False
A000085504,account,savings,95267.04,Syndicate Bank,active,2025-08-31T22:16:49Z,False
A000085601,account,credit,-28240.3,Central Bank of India,active,2024-03-05T22:16:49Z,False
A000085602,account,checking,46700.1,Union Bank of India,active,2023-12-19T22:16:49Z,False
A000085701,account,credit,-44851.86,Indian Overseas Bank,active,2024-04-17T22:16:49Z,False
A000085702,account,checking,274.27,HDFC Bank,active,2025-02-23T22:16:49Z,False
A000085801,account,credit,-32858.52,Canara Bank,active,2024-12-05T22:16:49Z,False
A000085901,account,credit,-38456.11,Canara Bank,active,2023-03-08T22:16:49Z,False
A000085902,account,savings,249148.94,Union Bank of India,active,2025-03-03T22:16:49Z,False
A000086001,account,savings,64813.44,Syndicate Bank,active,2023-03-12T22:16:49Z,False
A000086002,account,savings,135421.72,Bank of Baroda,active,2024-06-16T22:16:49Z,False
A000086101,account,checking,1602.86,Axis Bank,active,2023-09-10T22:16:49Z,False
A000086201,account,credit,-48507.33,Indian Bank,active,2025-08-29T22:16:49Z,False
A000086202,account,checking,43859.85,Kotak Mahindra Bank,active,2023-11-26T22:16:49Z,False
A000086301,account,credit,-19218.11,State Bank of India,active,2025-01-16T22:16:49Z,False
A000086302,account,savings,155899.35,Syndicate Bank,active,2024-08-15T22:16:49Z,False
A000086401,account,credit,-35548.48,Axis Bank,active,2024-02-18T22:16:49Z,False
A000086402,account,checking,39414.97,Central Bank of India,active,2024-07-12T22:16:49Z,False
A000086501,account,savings,85835.92,Axis Bank,active,2024-11-22T22:16:49Z,False
A000086502,account,checking,13468.3,Axis Bank,active,2024-01-06T22:16:49Z,False
A000086503,account,checking,33409.84,State Bank of India,active,2023-06-16T22:16:49Z,True
A000086601,account,checking,46206.34,IDBI Bank,active,2023-07-10T22:16:49Z,False
A000086602,account,credit,-18602.51,Axis Bank,active,2023-10-30T22:16:49Z,False
A000086701,account,checking,37586.23,Bank of Baroda,active,2023-09-08T22:16:49Z,False
A000086801,account,checking,27161.78,Central Bank of India,active,2023-08-14T22:16:49Z,False
A000086802,account,savings,297114.09,Bank of Baroda,active,2022-12-14T22:16:49Z,False
A000086901,account,savings,133343.64,Bank of Baroda,active,2024-11-08T22:16:49Z,False
A000086902,account,savings,179805.21,Kotak Mahindra Bank,active,2024-01-09T22:16:49Z,False
A000086903,account,savings,94145.68,Punjab National Bank,active,2023-10-08T22:16:49Z,False
A000086904,account,savings,411449.73,IDBI Bank,active,2025-07-06T22:16:49Z,True
A000087001,account,savings,363785.25,Kotak Mahindra Bank,active,2023-09-25T22:16:49Z,False
A000087002,account,checking,27607.33,Federal Bank,active,2023-09-13T22:16:49Z,False
A000087003,account,credit,-46493.51,HDFC Bank,active,2025-07-28T22:16:49Z,False
A000087004,account,checking,6218.9,Bank of Baroda,active,2025-02-01T22:16:49Z,False
A000087101,account,checking,39291.68,Syndicate Bank,active,2025-02-24T22:16:49Z,False
A000087201,account,credit,-35239.82,Punjab National Bank,active,2025-02-27T22:16:49Z,False
A000087202,account,credit,-10779.49,Yes Bank,active,2025-08-03T22:16:49Z,False
A000087203,account,checking,6128.63,Punjab National Bank,active,2023-10-23T22:16:49Z,False
A000087301,account,savings,38038.66,Axis Bank,active,2024-11-27T22:16:49Z,False
A000087401,account,savings,345562.47,Union Bank of India,active,2023-02-26T22:16:49Z,False
A000087402,account,credit,-43434.59,HDFC Bank,active,2023-11-14T22:16:49Z,False
A000087501,account,savings,449709.48,Canara Bank,active,2023-04-09T22:16:49Z,False
A000087601,account,credit,-14805.36,Punjab National Bank,active,2024-02-03T22:16:49Z,False
A000087602,account,credit,-47579.89,Central Bank of India,active,2024-09-07T22:16:49Z,True
A000087603,account,savings,45437.81,Canara Bank,active,2023-07-30T22:16:49Z,True
A000087701,account,checking,21300.12,Indian Bank,active,2024-12-14T22:16:49Z,False
A000087702,account,checking,1588.87,Kotak Mahindra Bank,active,2025-08-29T22:16:49Z,False
A000087703,account,credit,-33379.14,HDFC Bank,active,2024-07-13T22:16:49Z,False
A000087801,account,credit,-23317.3,IDBI Bank,active,2024-07-21T22:16:49Z,False
A000087802,account,credit,-45721.23,Yes Bank,active,2025-02-22T22:16:49Z,True
A000087901,account,credit,-22992.84,Federal Bank,active,2025-09-01T22:16:49Z,False
A000088001,account,checking,41110.81,Syndicate Bank,active,2023-01-09T22:16:49Z,False
A000088101,account,savings,170400.12,Canara Bank,active,2025-09-01T22:16:49Z,False
A000088102,account,credit,-5145.3,Indian Bank,active,2025-02-18T22:16:49Z,False
A000088201,account,checking,44466.38,Bank of Baroda,active,2023-08-29T22:16:49Z,False
A000088301,account,savings,402205.21,Kotak Mahindra Bank,active,2025-04-08T22:16:49Z,False
A000088401,account,savings,157969.04,Central Bank of India,active,2023-08-06T22:16:49Z,False
A000088402,account,credit,-33903.51,Indian Bank,active,2025-05-13T22:16:49Z,True
A000088403,account,checking,48502.86,Union Bank of India,active,2024-02-21T22:16:49Z,True
A000088501,account,checking,35458.71,Canara Bank,active,2024-03-05T22:16:49Z,False
A000088502,account,checking,15031.48,IDBI Bank,active,2025-06-21T22:16:49Z,False
A000088601,account,savings,48545.61,HDFC Bank,active,2024-05-05T22:16:49Z,False
A000088701,account,credit,-10577.32,Kotak Mahindra Bank,active,2023-01-30T22:16:49Z,False
A000088702,account,credit,-26931.96,Indian Overseas Bank,active,2023-01-30T22:16:49Z,False
A000088801,account,savings,13550.12,HDFC Bank,active,2023-08-07T22:16:49Z,False
A000088802,account,credit,-34872.77,Central Bank of India,active,2024-11-05T22:16:49Z,False
A000088901,account,savings,257969.57,Syndicate Bank,active,2023-02-28T22:16:49Z,False
A000088902,account,savings,476336.47,Axis Bank,active,2025-02-02T22:16:49Z,False
A000089001,account,checking,12866.33,IDBI Bank,active,2025-08-22T22:16:49Z,False
A000089002,account,checking,20615.39,Yes Bank,active,2024-07-25T22:16:49Z,True
A000089101,account,credit,-11037.62,Federal Bank,active,2024-02-04T22:16:49Z,False
A000089102,account,savings,450166.84,Kotak Mahindra Bank,active,2023-11-04T22:16:49Z,False
A000089103,account,savings,443834.71,Yes Bank,active,2025-01-15T22:16:49Z,True
A000089104,account,savings,126934.89,Indian Overseas Bank,active,2025-02-11T22:16:49Z,False
A000089201,account,credit,-29461.51,Indian Bank,active,2024-01-25T22:16:49Z,False
A000089301,account,checking,21440.72,Syndicate Bank,active,2024-05-10T22:16:49Z,False
A000089302,account,credit,-39520.01,Federal Bank,active,2025-06-28T22:16:49Z,False
A000089401,account,credit,-44686.89,Central Bank of India,active,2024-03-20T22:16:49Z,False
A000089501,account,checking,41293.38,State Bank of India,active,2024-10-25T22:16:49Z,False
A000089502,account,credit,-19860.66,ICICI Bank,active,2024-09-24T22:16:49Z,False
A000089503,account,checking,11286.17,State Bank of India,active,2024-08-15T22:16:49Z,False
A000089601,account,savings,384342.17,Syndicate Bank,active,2024-05-19T22:16:49Z,True
A000089602,account,savings,340963.97,Central Bank of India,active,2023-10-16T22:16:49Z,False
A000089701,account,checking,2647.91,Kotak Mahindra Bank,active,2025-02-16T22:16:49Z,False
A000089801,account,checking,45365.51,Indian Bank,active,2023-11-16T22:16:49Z,True
A000089901,account,savings,266515.78,Axis Bank,active,2023-08-25T22:16:49Z,False
A000090001,account,checking,31618.82,Federal Bank,active,2025-02-11T22:16:49Z,False
A000090002,account,checking,46233.81,IDBI Bank,active,2024-11-26T22:16:49Z,False
A000090003,account,checking,34613.68,Kotak Mahindra Bank,active,2023-04-09T22:16:49Z,False
A000090101,account,savings,27632.79,ICICI Bank,active,2025-08-19T22:16:49Z,False
A000090201,account,checking,22414.64,Yes Bank,active,2024-12-07T22:16:49Z,False
A000090301,account,savings,470778.39,Union Bank of India,active,2025-01-08T22:16:49Z,False
A000090302,account,checking,46129.78,Axis Bank,active,2024-02-04T22:16:49Z,False
A000090401,account,savings,314356.28,Kotak Mahindra Bank,active,2023-04-28T22:16:49Z,False
A000090402,account,savings,443337.4,Federal Bank,active,2024-12-10T22:16:49Z,True
A000090501,account,checking,23175.76,Federal Bank,active,2023-01-31T22:16:49Z,False
A000090502,account,credit,-35762.59,State Bank of India,active,2023-04-05T22:16:49Z,False
A000090503,account,checking,31047.53,Syndicate Bank,active,2025-03-04T22:16:49Z,False
A000090601,account,savings,485887.16,HDFC Bank,active,2024-05-25T22:16:49Z,False
A000090701,account,savings,455216.99,Yes Bank,active,2023-04-23T22:16:49Z,False
A000090702,account,checking,13310.39,State Bank of India,active,2025-01-02T22:16:49Z,True
A000090703,account,credit,-17866.65,Punjab National Bank,active,2023-06-10T22:16:49Z,False
A000090704,account,savings,402350.97,IDBI Bank,active,2025-02-08T22:16:49Z,False
A000090801,account,credit,-7283.83,Canara Bank,active,2023-06-05T22:16:49Z,False
A000090802,account,checking,26464.44,Punjab National Bank,active,2023-07-02T22:16:49Z,False
A000090901,account,checking,7352.45,Axis Bank,active,2023-07-19T22:16:49Z,False
A000090902,account,savings,218858.8,Indian Overseas Bank,active,2023-04-21T22:16:49Z,False
A000091001,account,checking,13163.91,IDBI Bank,active,2024-08-09T22:16:49Z,False
A000091002,account,checking,843.16,Central Bank of India,active,2024-04-03T22:16:49Z,False
A000091101,account,credit,-43294.78,Canara Bank,active,2024-06-09T22:16:49Z,False
A000091102,account,checking,15071.25,IDBI Bank,active,2023-12-07T22:16:49Z,False
A000091201,account,checking,30032.29,Central Bank of India,active,2024-02-27T22:16:49Z,False
A000091202,account,credit,-15600.55,Federal Bank,active,2024-05-25T22:16:49Z,False
A000091203,account,credit,-7727.41,Punjab National Bank,active,2024-06-20T22:16:49Z,False
A000091301,account,savings,245918.71,Syndicate Bank,active,2024-07-30T22:16:49Z,False
A000091302,account,savings,471014.99,Yes Bank,active,2023-01-12T22:16:49Z,False
A000091303,account,credit,-39902.09,Punjab National Bank,active,2024-04-19T22:16:49Z,False
A000091304,account,credit,-9043.8,HDFC Bank,active,2024-09-27T22:16:49Z,False
A000091401,account,savings,280684.87,Yes Bank,active,2023-07-26T22:16:49Z,True
A000091402,account,credit,-20973.54,State Bank of India,active,2024-04-13T22:16:49Z,False
A000091501,account,credit,-833.8,Yes Bank,active,2023-11-18T22:16:49Z,False
A000091502,account,savings,17672.55,Yes Bank,active,2023-06-23T22:16:49Z,False
A000091601,account,savings,333179.03,Bank of Baroda,active,2024-03-02T22:16:49Z,False
A000091701,account,savings,147679.14,Kotak Mahindra Bank,active,2024-06-21T22:16:49Z,False
A000091702,account,checking,7530.08,Federal Bank,active,2024-10-30T22:16:49Z,False
A000091801,account,credit,-39138.67,Indian Bank,active,2024-12-28T22:16:49Z,True
A000091802,account,checking,16581.03,Federal Bank,active,2024-07-23T22:16:49Z,False
A000091901,account,checking,33416.83,ICICI Bank,active,2023-01-02T22:16:49Z,False
A000091902,account,credit,-682.35,Union Bank of India,active,2023-05-04T22:16:49Z,False
A000092001,account,checking,39382.46,Indian Bank,active,2024-01-20T22:16:49Z,False
A000092101,account,savings,22113.17,Central Bank of India,active,2025-04-08T22:16:49Z,True
A000092102,account,credit,-24494.92,IDBI Bank,active,2024-12-27T22:16:49Z,False
A000092103,account,savings,432863.98,Canara Bank,active,2025-07-20T22:16:49Z,False
A000092201,account,checking,44962.23,Federal Bank,active,2023-09-13T22:16:49Z,False
A000092202,account,savings,427250.01,HDFC Bank,active,2023-07-04T22:16:49Z,False
A000092301,account,credit,-48953.52,Canara Bank,active,2024-05-13T22:16:49Z,True
A000092302,account,savings,176322.24,Federal Bank,active,2025-06-04T22:16:49Z,False
A000092401,account,checking,20620.55,Kotak Mahindra Bank,active,2023-04-17T22:16:49Z,True
A000092501,account,savings,227892.61,Indian Bank,active,2025-05-17T22:16:49Z,True
A000092502,account,checking,45180.68,Federal Bank,active,2024-02-24T22:16:49Z,False
A000092503,account,checking,28994.46,Indian Bank,active,2024-05-24T22:16:49Z,False
A000092601,account,savings,448295.86,Central Bank of India,active,2025-03-01T22:16:49Z,False
A000092602,account,savings,353425.6,Bank of Baroda,active,2025-08-08T22:16:49Z,False
A000092701,account,checking,5016.46,Bank of Baroda,active,2025-02-27T22:16:49Z,False
A000092801,account,credit,-36522.28,HDFC Bank,active,2025-05-19T22:16:49Z,False
A000092802,account,checking,35217.81,Union Bank of India,active,2024-02-22T22:16:49Z,False
A000092803,account,savings,431441.59,Syndicate Bank,active,2025-06-07T22:16:49Z,False
A000092901,account,checking,14447.37,Syndicate Bank,active,2025-08-12T22:16:49Z,False
A000092902,account,credit,-9168.93,Central Bank of India,active,2025-07-27T22:16:49Z,False
A000093001,account,checking,1400.86,Canara Bank,active,2023-01-29T22:16:49Z,False
A000093002,account,credit,-30848.75,ICICI Bank,active,2025-05-08T22:16:49Z,False
A000093003,account,credit,-6962.95,State Bank of India,active,2023-08-14T22:16:49Z,False
A000093101,account,credit,-20005.1,Kotak Mahindra Bank,active,2024-10-31T22:16:49Z,False
A000093102,account,checking,22534.95,Indian Bank,active,2022-12-30T22:16:49Z,False
A000093201,account,checking,2339.7,Syndicate Bank,active,2024-09-09T22:16:49Z,False
A000093202,account,checking,37375.68,Federal Bank,active,2023-11-25T22:16:49Z,False
A000093301,account,checking,19392.77,Syndicate Bank,active,2023-08-02T22:16:49Z,False
A000093302,account,checking,7315.31,HDFC Bank,active,2023-05-01T22:16:49Z,True
A000093401,account,checking,27884.89,HDFC Bank,active,2024-10-16T22:16:49Z,False
A000093402,account,credit,-43369.77,Syndicate Bank,active,2024-08-23T22:16:49Z,False
A000093403,account,checking,42170.82,Union Bank of India,active,2024-07-03T22:16:49Z,False
A000093501,account,checking,37325.83,Punjab National Bank,active,2024-06-04T22:16:49Z,False
A000093502,account,savings,400521.13,Canara Bank,active,2024-01-26T22:16:49Z,False
A000093601,account,savings,38007.89,Canara Bank,active,2023-10-25T22:16:49Z,False
A000093602,account,checking,32072.88,Axis Bank,active,2024-09-16T22:16:49Z,False
A000093701,account,checking,11468.68,Indian Overseas Bank,active,2024-12-11T22:16:49Z,False
A000093702,account,savings,393138.84,ICICI Bank,active,2025-08-24T22:16:49Z,False
A000093801,account,checking,35860.31,HDFC Bank,active,2023-04-18T22:16:49Z,False
A000093901,account,credit,-41519.14,Bank of Baroda,active,2024-02-04T22:16:49Z,False
A000093902,account,checking,41843.02,ICICI Bank,active,2023-08-03T22:16:49Z,False
A000094001,account,credit,-45729.62,Union Bank of India,active,2025-09-09T22:16:49Z,False
A000094101,account,checking,36567.88,State Bank of India,active,2025-04-19T22:16:49Z,False
A000094102,account,credit,-9993.79,ICICI Bank,active,2024-10-08T22:16:49Z,False
A000094201,account,savings,145806.39,Central Bank of India,active,2025-09-02T22:16:49Z,False
A000094301,account,credit,-4891.43,Central Bank of India,active,2023-09-22T22:16:49Z,False
A000094401,account,credit,-17268.43,Punjab National Bank,active,2025-06-01T22:16:49Z,False
A000094402,account,credit,-34267.73,Canara Bank,active,2025-01-30T22:16:49Z,False
A000094403,account,checking,41458.18,Union Bank of India,active,2023-03-16T22:16:49Z,False
A000094501,account,checking,8030.41,Federal Bank,active,2024-06-15T22:16:49Z,False
A000094601,account,credit,-14265.76,Syndicate Bank,active,2022-12-25T22:16:49Z,False
A000094602,account,checking,39934.11,Canara Bank,active,2024-09-22T22:16:49Z,False
A000094701,account,savings,397722.75,Axis Bank,active,2023-02-23T22:16:49Z,False
A000094702,account,savings,485152.93,Union Bank of India,active,2023-07-07T22:16:49Z,False
A000094703,account,credit,-17454.5,State Bank of India,active,2024-05-08T22:16:49Z,False
A000094801,account,checking,49171.94,State Bank of India,active,2024-04-20T22:16:49Z,False
A000094802,account,savings,361883.91,Central Bank of India,active,2024-02-08T22:16:49Z,False
A000094901,account,savings,98876.1,Axis Bank,active,2023-09-16T22:16:49Z,True
A000094902,account,checking,30655.45,Yes Bank,active,2024-11-12T22:16:49Z,True
A000095001,account,savings,248817.15,Canara Bank,active,2025-04-18T22:16:49Z,False
A000095101,account,savings,221232.81,Bank of Baroda,active,2024-09-13T22:16:49Z,False
A000095201,account,credit,-8473.79,State Bank of India,active,2025-01-12T22:16:49Z,False
A000095202,account,credit,-45223.76,State Bank of India,active,2025-01-03T22:16:49Z,False
A000095203,account,checking,27402.37,Yes Bank,active,2023-09-08T22:16:49Z,True
A000095301,account,savings,212881.32,Syndicate Bank,active,2024-03-13T22:16:49Z,False
A000095302,account,credit,-40422.0,ICICI Bank,active,2024-11-25T22:16:49Z,False
A000095303,account,credit,-26087.64,State Bank of India,active,2025-02-07T22:16:49Z,False
A000095304,account,savings,140772.04,Central Bank of India,active,2023-10-30T22:16:49Z,False
A000095401,account,checking,28604.11,Canara Bank,active,2025-07-23T22:16:49Z,False
A000095402,account,savings,342631.63,Canara Bank,active,2023-10-15T22:16:49Z,False
A000095403,account,checking,21220.84,IDBI Bank,active,2025-04-29T22:16:49Z,False
A000095404,account,checking,18950.87,ICICI Bank,active,2023-09-13T22:16:49Z,False
A000095501,account,credit,-26172.42,HDFC Bank,active,2024-12-02T22:16:49Z,False
A000095601,account,credit,-40364.71,Punjab National Bank,active,2023-07-17T22:16:49Z,False
A000095602,account,credit,-33735.53,Kotak Mahindra Bank,active,2023-09-03T22:16:49Z,False
A000095701,account,savings,384096.4,Axis Bank,active,2024-05-28T22:16:49Z,False
A000095702,account,checking,9376.98,Yes Bank,active,2024-09-07T22:16:49Z,False
A000095703,account,checking,35977.52,Bank of Baroda,active,2023-10-21T22:16:49Z,False
A000095704,account,checking,46854.8,HDFC Bank,active,2024-06-06T22:16:49Z,False
A000095801,account,savings,476329.59,Central Bank of India,active,2024-02-22T22:16:49Z,False
A000095901,account,credit,-26840.71,State Bank of India,active,2025-01-16T22:16:49Z,False
A000095902,account,checking,23215.87,HDFC Bank,active,2023-10-01T22:16:49Z,False
A000095903,account,checking,11284.03,State Bank of India,active,2024-05-23T22:16:49Z,False
A000095904,account,checking,42021.36,Federal Bank,active,2023-07-11T22:16:49Z,False
A000096001,account,checking,29774.4,Syndicate Bank,active,2025-07-13T22:16:49Z,True
A000096101,account,savings,320398.78,State Bank of India,active,2024-08-17T22:16:49Z,True
A000096102,account,savings,124675.45,Kotak Mahindra Bank,active,2023-11-14T22:16:49Z,False
A000096103,account,savings,392245.62,Yes Bank,active,2023-04-01T22:16:49Z,False
A000096201,account,checking,6083.96,Federal Bank,active,2025-05-21T22:16:49Z,False
A000096202,account,checking,33436.97,Central Bank of India,active,2024-12-07T22:16:49Z,False
A000096301,account,credit,-34452.76,HDFC Bank,active,2025-03-06T22:16:49Z,False
A000096302,account,savings,98231.96,Yes Bank,active,2024-01-11T22:16:49Z,False
A000096401,account,savings,180995.39,Central Bank of India,active,2023-02-19T22:16:49Z,False
A000096402,account,savings,140968.88,Syndicate Bank,active,2024-04-23T22:16:49Z,False
A000096403,account,checking,14335.18,Indian Overseas Bank,active,2024-02-08T22:16:49Z,False
A000096501,account,savings,61520.42,Indian Overseas Bank,active,2025-08-16T22:16:49Z,False
A000096502,account,checking,12738.73,Yes Bank,active,2023-08-23T22:16:49Z,False
A000096601,account,checking,38715.19,Axis Bank,active,2025-04-28T22:16:49Z,False
A000096701,account,savings,87477.06,Axis Bank,active,2023-08-28T22:16:49Z,False
A000096702,account,credit,-6295.91,Canara Bank,active,2024-06-17T22:16:49Z,False
A000096703,account,credit,-38570.91,Canara Bank,active,2023-01-29T22:16:49Z,False
A000096801,account,credit,-33074.5,Yes Bank,active,2025-03-20T22:16:49Z,False
A000096901,account,savings,34788.4,Axis Bank,active,2023-03-09T22:16:49Z,False
A000096902,account,checking,47692.59,Kotak Mahindra Bank,active,2023-01-04T22:16:49Z,False
A000097001,account,savings,53619.72,Canara Bank,active,2023-12-23T22:16:49Z,False
A000097002,account,savings,444655.05,Indian Overseas Bank,active,2023-01-20T22:16:49Z,True
A000097101,account,credit,-26120.55,Union Bank of India,active,2023-01-17T22:16:49Z,False
A000097102,account,credit,-20782.84,Indian Overseas Bank,active,2024-09-19T22:16:49Z,False
A000097201,account,credit,-36016.21,Bank of Baroda,active,2023-01-28T22:16:49Z,True
A000097301,account,savings,196022.44,Central Bank of India,active,2023-10-17T22:16:49Z,False
A000097401,account,savings,53916.72,Kotak Mahindra Bank,active,2024-12-16T22:16:49Z,False
A000097402,account,checking,30278.23,Axis Bank,active,2023-04-15T22:16:49Z,False
A000097403,account,checking,5420.3,Kotak Mahindra Bank,active,2024-06-07T22:16:49Z,False
A000097404,account,savings,221368.27,Federal Bank,active,2024-02-10T22:16:49Z,False
A000097501,account,credit,-23923.15,Canara Bank,active,2023-02-04T22:16:49Z,False
A000097502,account,savings,493296.5,IDBI Bank,active,2024-02-28T22:16:49Z,True
A000097601,account,credit,-42048.23,Axis Bank,active,2022-12-27T22:16:49Z,False
A000097602,account,checking,5978.71,Yes Bank,active,2024-08-07T22:16:49Z,False
A000097701,account,credit,-24220.86,Federal Bank,active,2023-08-22T22:16:49Z,False
A000097801,account,savings,365056.36,Syndicate Bank,active,2024-10-28T22:16:49Z,False
A000097802,account,checking,9929.07,IDBI Bank,active,2025-06-17T22:16:49Z,False
A000097803,account,credit,-8703.72,Kotak Mahindra Bank,active,2025-01-08T22:16:49Z,False
A000097901,account,credit,-19781.9,Syndicate Bank,active,2025-03-16T22:16:49Z,False
A000098001,account,checking,3646.45,Indian Overseas Bank,active,2025-05-19T22:16:49Z,False
A000098002,account,checking,32530.19,Kotak Mahindra Bank,active,2024-08-06T22:16:49Z,True
A000098003,account,checking,20942.72,Bank of Baroda,active,2024-01-28T22:16:49Z,True
A000098004,account,savings,201532.82,Central Bank of India,active,2024-08-26T22:16:49Z,False
A000098101,account,checking,46336.02,ICICI Bank,active,2024-04-25T22:16:49Z,False
A000098102,account,checking,28703.99,Syndicate Bank,active,2024-03-17T22:16:49Z,False
A000098201,account,checking,43055.93,Federal Bank,active,2025-02-14T22:16:49Z,False
A000098301,account,checking,26201.2,Indian Bank,active,2024-08-25T22:16:49Z,False
A000098302,account,checking,17838.41,Kotak Mahindra Bank,active,2025-05-26T22:16:49Z,False
A000098401,account,checking,48447.08,Federal Bank,active,2023-02-17T22:16:49Z,False
A000098501,account,credit,-8077.14,HDFC Bank,active,2025-06-09T22:16:49Z,False
A000098502,account,savings,66426.97,Syndicate Bank,active,2023-05-31T22:16:49Z,True
A000098601,account,savings,47831.39,Indian Bank,active,2024-07-01T22:16:49Z,False
A000098701,account,savings,71430.52,Central Bank of India,active,2024-03-17T22:16:49Z,False
A000098702,account,checking,2558.59,Indian Overseas Bank,active,2024-08-28T22:16:49Z,True
A000098703,account,credit,-19987.55,Bank of Baroda,active,2023-01-19T22:16:49Z,False
A000098801,account,credit,-41305.49,Indian Bank,active,2023-09-21T22:16:49Z,False
A000098901,account,savings,231872.99,HDFC Bank,active,2023-05-11T22:16:49Z,False
A000098902,account,savings,173527.13,Punjab National Bank,active,2025-02-09T22:16:49Z,False
A000099001,account,savings,211289.78,Union Bank of India,active,2025-03-12T22:16:49Z,True
A000099002,account,credit,-30420.19,Indian Bank,active,2024-01-06T22:16:49Z,True
A000099003,account,savings,358853.57,Indian Overseas Bank,active,2025-02-27T22:16:49Z,False
A000099101,account,checking,10980.56,State Bank of India,active,2025-07-27T22:16:49Z,False
A000099201,account,credit,-29459.07,Axis Bank,active,2024-10-04T22:16:49Z,False
A000099202,account,checking,24804.51,Indian Bank,active,2022-12-18T22:16:49Z,False
A000099301,account,credit,-3922.61,Bank of Baroda,active,2023-09-18T22:16:49Z,False
A000099401,account,savings,143085.35,Federal Bank,active,2024-10-30T22:16:49Z,False
A000099501,account,savings,44387.66,Central Bank of India,active,2024-02-06T22:16:49Z,False
A000099502,account,savings,278938.97,State Bank of India,active,2024-05-26T22:16:49Z,False
A000099601,account,credit,-18310.87,Axis Bank,active,2024-03-28T22:16:49Z,False
A000099602,account,savings,439519.41,Yes Bank,active,2023-02-25T22:16:49Z,False
A000099701,account,savings,97026.05,Bank of Baroda,active,2024-12-24T22:16:49Z,False
A000099801,account,credit,-31988.67,Federal Bank,active,2023-12-13T22:16:49Z,False
A000099802,account,checking,40020.1,Bank of Baroda,active,2023-10-27T22:16:49Z,False
A000099901,account,savings,323055.29,Axis Bank,active,2024-04-22T22:16:49Z,False
A000100001,account,checking,38424.36,Union Bank of India,active,2025-06-20T22:16:49Z,False
A000100002,account,savings,92611.9,Punjab National Bank,active,2024-02-25T22:16:49Z,False
A000100101,account,credit,-18057.29,ICICI Bank,active,2023-01-09T22:16:49Z,False
