~id,~label,type:String,os:String,browser:String,fingerprint:String,first_seen:Date,last_login:Date,login_count:Int,fraud_flag:Boolean
DEV0737,device,tablet,Android 11,Firefox,97e684deb06bc1c9481e514ba486d53efc73e16f3c4ae588adc6d2e9181e539d,2024-12-12T15:22:44Z,2025-08-16T17:22:44Z,23,False
DEV0185,device,mobile,iOS 15,Firefox Mobile,588e294e486db83026ae052c1e77d2d651d26b11c0d5ac7d816ec0729dc8b526,2024-07-22T15:22:44Z,2025-07-21T22:22:44Z,41,False
DEV0386,device,tablet,Android 11,Safari,89a2e36a893a4696beae53030fea4a54baf53a51842cf71a540d6fb771b2b25d,2024-06-11T15:22:44Z,2025-08-17T21:22:44Z,157,False
DEV0483,device,tablet,iPadOS 16,Safari,efb58aebde5af6de7b1c46f9b7a978a86600996441c187bb0cc0911b4e3d67e1,2025-08-09T15:22:44Z,2025-08-01T13:22:44Z,83,False
DEV0017,device,mobile,iOS 16,Chrome Mobile,0955d96be0310a3d603e84cca2e887b4116dc837b7e3c71c2607765a216a8f03,2024-06-07T15:22:44Z,2025-07-25T16:22:44Z,93,False
DEV0696,device,tablet,iPadOS 15,Safari,c2b3a46138c2e6edf9ca78d7b837d44a1431a53f57a50c8af791d6f09a0e8cd3,2025-03-17T15:22:44Z,2025-07-20T19:22:44Z,136,False
DEV0092,device,mobile,Android 11,Firefox Mobile,7960aba4c47868e5b3e1328769dca8c1f025cd845f7b502b875ba30c5236174f,2025-06-12T15:22:44Z,2025-08-08T00:22:44Z,120,False
DEV0256,device,desktop,Windows 10,Opera,eda531ac99a5256e82e24bb2153f30e75bb094c615197ca8c0988a205e84e589,2025-01-07T15:22:44Z,2025-07-28T06:22:44Z,182,False
DEV0434,device,desktop,macOS Monterey,Chrome,230bd09c389059aa9516a985b3acd8eac1b84c9565388e85ed9603b03bb9216b,2025-07-20T15:22:44Z,2025-08-04T01:22:44Z,96,False
DEV0616,device,mobile,Android 12,Firefox Mobile,b618e3cf3ea290972700f64d037411d83c50281479bd385b308c24932f374a7d,2024-11-06T15:22:44Z,2025-08-02T22:22:44Z,32,False
DEV0740,device,desktop,Windows 11,Opera,c8084808a2235cb0ef6d448bb170c1244fbdc1402634cc3eb40affee4b4c124b,2024-06-28T15:22:44Z,2025-08-01T07:22:44Z,144,False
DEV0528,device,tablet,iPadOS 15,Chrome,7b32c2e125182d954c31f1b0b0884a92bf618024170d7c878a3c83e75cf20f58,2025-03-11T15:22:44Z,2025-08-01T00:22:44Z,172,False
DEV0281,device,tablet,Android 11,Chrome,ce9a588574674e0e04b212eeeeb95d0f7af041f87c85c1117057f3ab506317e8,2025-03-01T15:22:44Z,2025-08-07T03:22:44Z,62,False
DEV0050,device,tablet,Android 12,Safari,ad5e449e40ef714c5916e24e777676cc642fa9cfe13f6d6e060da4451792fd4e,2024-09-15T15:22:44Z,2025-07-30T16:22:44Z,79,False
DEV0631,device,mobile,Android 13,Safari Mobile,68e5f7c438bfa9e8fc9160606317d4630b44afc1d90ffef6f7351626d8291b61,2025-01-22T15:22:44Z,2025-08-16T07:22:44Z,99,False
DEV0309,device,desktop,macOS Ventura,Opera,caca8ed1c6a414cca9453ad799184fb4d934fb1d2da20c74544d4ddc374aa55b,2025-03-18T15:22:44Z,2025-07-28T09:22:44Z,137,False
DEV0735,device,mobile,Android 13,Safari Mobile,68cc547d83513e9646c4982dcc3ed1579c2771083b599e633e65a95eb2e49c04,2024-12-03T15:22:44Z,2025-07-29T03:22:44Z,98,False
DEV0233,device,desktop,macOS Monterey,Safari,acf178a69796474edee139f7a22163f3ebc9b6b9148566a136e1024edfa449d2,2024-06-04T15:22:44Z,2025-07-21T13:22:44Z,137,False
DEV0499,device,desktop,Windows 10,Chrome,027d00e3885803dede7d650cf9a7d414f32594380ec81aadcb5d453b3e39a5ca,2025-02-19T15:22:44Z,2025-07-20T08:22:44Z,137,False
DEV0158,device,mobile,iOS 16,Samsung Internet,884914792008f0fbdd29c986a4300ab4fdd6471066fd0f5d83767366108e9260,2025-07-10T15:22:44Z,2025-08-05T05:22:44Z,189,False
DEV0307,device,tablet,iPadOS 16,Chrome,7a969ce684a4b8833d6ce1b4b9acee7d729b99b0965930bbaf60cabbfbc8d17c,2024-05-14T15:22:44Z,2025-07-28T00:22:44Z,127,False
DEV0244,device,mobile,Android 11,Safari Mobile,9a66f443fa5b0ff3b7840c82fcf9133891c5e7cde0d244b96f5f7dc344d5dc23,2024-09-21T15:22:44Z,2025-07-19T03:22:44Z,158,False
DEV0674,device,mobile,Android 11,Chrome Mobile,48f39dc4660a45007dbc4266f4e9973ce2d6aa34e34f9ee322904f4c59854707,2025-07-26T15:22:44Z,2025-07-29T15:22:44Z,189,False
DEV0094,device,desktop,Windows 10,Edge,2ad65417b39b8b803218700a5393303946d02d0e26267e06667390f0f2f8c5b1,2024-06-18T15:22:44Z,2025-08-06T11:22:44Z,32,True
DEV0312,device,desktop,Windows 11,Firefox,e6450a585b81534b1793f253717fab6cdcac799fd8dc78c7bf9fee4a2daf6de1,2025-02-04T15:22:44Z,2025-08-01T23:22:44Z,180,False
DEV0506,device,desktop,Ubuntu 22.04,Edge,54acacf5587f2043833c87946c7f327c218261dc18466469c637dd5deab85764,2025-04-11T15:22:44Z,2025-08-13T20:22:44Z,29,False
DEV0694,device,tablet,iPadOS 15,Safari,8e68cf9752536f747fcba7815da0e8ee15a8cfee5b9da42abd30d89c4516d8c7,2024-06-27T15:22:44Z,2025-08-05T08:22:44Z,128,False
DEV0354,device,tablet,iPadOS 16,Chrome,fef11cceed61b3fa3c8bd3f8053ccf72de4ec57ca2b187c1d10214174eba9ceb,2024-06-05T15:22:44Z,2025-07-31T04:22:44Z,161,False
DEV0702,device,tablet,Android 11,Chrome,628a68ae302e1c85d41a412d36eb775ec6698ce5cbdaddeb127aaafbd7755cab,2025-06-03T15:22:44Z,2025-07-28T03:22:44Z,198,False
DEV0565,device,tablet,Android 11,Chrome,c2b4e7cf675cfa70e12f5157178cc91ce3165dccbcaf56f33b78592fa9c0184a,2024-12-29T15:22:44Z,2025-07-31T22:22:44Z,128,False
DEV0461,device,tablet,Android 12,Firefox,b060a6ebd02fcc8fce90377b7847de8430a038dd58183d71444751587f6ce667,2025-02-07T15:22:44Z,2025-07-29T17:22:44Z,180,False
DEV0725,device,tablet,Android 11,Chrome,0b4a2365a0a6222a90e1a85d75518651aef8744a9ebede3643f1e4c81769e079,2025-06-01T15:22:44Z,2025-08-13T03:22:44Z,167,True
DEV0240,device,tablet,Android 11,Chrome,29763703a08863c6b21d3d350a16910595c78b0cc4e3b64f98093b7ff79e65c6,2025-08-02T15:22:44Z,2025-07-29T00:22:44Z,117,True
DEV0117,device,tablet,iPadOS 16,Chrome,c11bd616399ef7de0e3747893d82ead461de93469f54cd1c6e4459cfe0e75f5d,2024-05-29T15:22:44Z,2025-08-05T21:22:44Z,56,False
DEV0375,device,desktop,macOS Monterey,Edge,db099f37e822c3cc6f8be25106fca52ac229568e525e76736f0d93cf1a2f6290,2024-08-10T15:22:44Z,2025-07-25T17:22:44Z,22,False
DEV0539,device,desktop,macOS Ventura,Firefox,54c515c822aa0bd73fc8cfbce221cc046b2cff090561d22b20a78d4a79e71c87,2024-08-19T15:22:44Z,2025-08-01T06:22:44Z,190,False
DEV0480,device,desktop,Windows 11,Safari,020db32508c045452eb2475e0f01ca999f35436c38fb5cd51f4b7366c4f43d2d,2024-07-09T15:22:44Z,2025-07-19T21:22:44Z,94,False
DEV0534,device,desktop,Windows 10,Chrome,a2986d4e3c0269cbf67ab5793a149618fb529a22e54141bad127d0cd511c8f28,2025-06-10T15:22:44Z,2025-07-23T07:22:44Z,62,False
DEV0352,device,tablet,Android 12,Firefox,3fd0789c2e605605c265bbea5ae4684d9af88351a4c7b6ac4bae13f3cb44f362,2025-04-30T15:22:44Z,2025-07-27T01:22:44Z,101,False
DEV0717,device,mobile,Android 11,Firefox Mobile,5ba411b1a4b2365db4493aac7b303a9a6f9be01cf7d180fe124f73e6150d6394,2024-07-17T15:22:44Z,2025-07-25T08:22:44Z,198,False
DEV0344,device,desktop,macOS Monterey,Firefox,fa66a1a3c8b9066d5b26a2831e3f4e223de58da961e4cb0f66b9463565162b52,2024-06-07T15:22:44Z,2025-07-25T01:22:44Z,179,False
DEV0473,device,mobile,Android 11,Chrome Mobile,0bc856ee2aed2e9385e63a3e3ca358320dbea5a2a204ea0daf5b25522be74750,2025-03-26T15:22:44Z,2025-08-15T22:22:44Z,50,False
DEV0728,device,tablet,iPadOS 15,Chrome,004e4462f1c40329a8e33a901a0033e16bc678f38eedf6bd2a0e25da1e2d3a73,2024-07-24T15:22:44Z,2025-08-06T20:22:44Z,85,False
DEV0058,device,mobile,Android 13,Chrome Mobile,03c4ed33aae6ea33d5601ad5273d1a1d99b72557edd751e660f8f94a9196af71,2025-04-23T15:22:44Z,2025-07-20T21:22:44Z,75,False
DEV0651,device,desktop,macOS Monterey,Firefox,c1c08305fa0aba1970f27ba51cccda20af58f258fa8443c3bb0ec42c3ddcd89a,2025-01-02T15:22:44Z,2025-07-24T23:22:44Z,76,False
DEV0698,device,desktop,macOS Ventura,Chrome,593db6ef38215505bec8f41b3613080d420e3b3d2fcab63b34db1f51fffefff5,2024-11-06T15:22:44Z,2025-07-28T09:22:44Z,102,False
DEV0623,device,desktop,Windows 11,Safari,c0a98ecd0a871fdbdc417283d4e9e0c8c45baf4dbb42f46f10c54a6b330de3fe,2024-05-02T15:22:44Z,2025-08-08T04:22:44Z,161,False
DEV0435,device,desktop,macOS Ventura,Chrome,29f277b93be2f63d1cd95f8c843090fdab1307362d37e53f6264acbe1d4bd7be,2024-09-22T15:22:44Z,2025-08-12T22:22:44Z,72,False
DEV0013,device,desktop,Windows 11,Edge,041828bfb2b507286d459b4761be88803195fcc70eeeb1f5da630dda12163752,2024-11-17T15:22:44Z,2025-08-02T20:22:44Z,92,False
DEV0019,device,desktop,macOS Ventura,Firefox,e5c3a3eab2dfaa06909c048da252ff9c315b6946a2ab2418bd99c755caeefa94,2025-02-10T15:22:44Z,2025-08-03T02:22:44Z,58,False
DEV0664,device,tablet,iPadOS 16,Safari,02372847473c91b9593e57227bbf6a374ae271041b4edddba4dd51cea8c7f865,2024-06-20T15:22:44Z,2025-07-31T21:22:44Z,17,False
DEV0417,device,desktop,Windows 11,Safari,0764349837af5adb7f6fa800b376f8e2ca7728e21d8834d1453d5c6d7cb1c1a6,2025-05-23T15:22:44Z,2025-07-27T10:22:44Z,20,False
DEV0349,device,tablet,iPadOS 16,Safari,5d35034b058415a1641d89ef6bd925b5d2df91470b866101da708b409a9d2e4b,2024-07-12T15:22:44Z,2025-08-10T00:22:44Z,166,False
DEV0398,device,desktop,macOS Ventura,Opera,8b58c67ea3e38459c81aab9e0789bcb7ef52f8486322d2a878f0d60126626164,2024-10-17T15:22:44Z,2025-07-24T16:22:44Z,119,False
DEV0498,device,tablet,iPadOS 16,Firefox,0f8b6a78223b788161e7f1541887fc3b765742ab8352fd4a2b8a454013a97e70,2024-08-07T15:22:44Z,2025-08-05T20:22:44Z,78,False
DEV0457,device,mobile,iOS 16,Samsung Internet,c168efb4fab360ae2a0747de4bc3a41da4b176cafdddf3f688b55be473a23a55,2025-05-12T15:22:44Z,2025-07-19T11:22:44Z,47,False
DEV0697,device,mobile,Android 11,Safari Mobile,4462acb8bf3ab7487d5fbb06f033ab09bdd5cbafb8b6cff7647555c150db3c38,2025-01-19T15:22:44Z,2025-07-20T05:22:44Z,112,False
DEV0669,device,tablet,Android 11,Safari,6a0cb8c1be183726f920643df6de90eb7c67329ec1280818d124fe06341cf746,2024-12-29T15:22:44Z,2025-07-31T03:22:44Z,23,False
DEV0351,device,tablet,Android 12,Safari,dcd0290e46e29c18e9072a4f2e3a3a8ab75b28d82700e4b3908f9b891b38d1a4,2024-06-20T15:22:44Z,2025-08-13T03:22:44Z,31,False
DEV0111,device,mobile,Android 13,Firefox Mobile,3ba35621a8b4afa459ab7703717f87ac6aeb485d2bf446f0edf6ff01a8189425,2024-07-15T15:22:44Z,2025-07-20T00:22:44Z,145,False
DEV0292,device,desktop,Windows 11,Safari,129037764c2b98b8d74ba0a3bfaf970e08b09adb9e36f7dffffd635518eb8ca7,2024-06-08T15:22:44Z,2025-07-25T03:22:44Z,139,False
DEV0466,device,desktop,macOS Monterey,Firefox,0d38dc5367b0a2ff907d6c06fd0d32a41a299e1375d01f8ef4afc3fd7b116943,2024-11-18T15:22:44Z,2025-08-01T01:22:44Z,39,False
DEV0661,device,tablet,Android 12,Safari,4e959fd97d4990661a150e3af17a365465cb44761a64816c47b2eca40a27093d,2024-09-04T15:22:44Z,2025-07-26T22:22:44Z,50,False
DEV0647,device,mobile,Android 12,Samsung Internet,ad17e5a624bbb01dc90e21f707036f8337e97f09276498d4e8370a4ffddf808c,2024-06-21T15:22:44Z,2025-08-03T19:22:44Z,196,False
DEV0385,device,mobile,Android 11,Safari Mobile,ed4e653f97a7703d8fdd35060d12f734e921c2978482d2a729df5ca743a629d4,2025-05-31T15:22:44Z,2025-07-31T02:22:44Z,139,False
DEV0667,device,tablet,Android 11,Safari,b9603a544b525db8c6b8f235569c80ccacad7ddb8fff6be07626f0e7f5bd86a4,2024-09-04T15:22:44Z,2025-07-24T06:22:44Z,157,False
DEV0425,device,tablet,Android 12,Safari,837c88a27bc1549f20c4af4370e4dd1a261cb2aab2e84ada81edbade9ea36c9a,2025-06-27T15:22:44Z,2025-08-17T22:22:44Z,100,False
DEV0016,device,mobile,Android 13,Chrome Mobile,aa91bb1289552259250e1b2a3cc07a788779cc744490e7f50a6cba9cd8eb48b4,2024-09-14T15:22:44Z,2025-07-20T22:22:44Z,116,False
DEV0603,device,desktop,Ubuntu 22.04,Opera,eb98e4c824e96b18d00371093a0efbfaae254a66cf9f2d4e25a95715f1efaa62,2025-04-24T15:22:44Z,2025-08-12T17:22:44Z,193,False
DEV0691,device,tablet,iPadOS 16,Safari,0f827642c39d082b563d865f5b934040a90dd3822ce4cb1b8cea6bcf2bd80c0c,2024-08-04T15:22:44Z,2025-08-18T11:22:44Z,17,False
DEV0265,device,mobile,Android 11,Firefox Mobile,577df95c9ba48832f40b4121bd261f67ca8b93cff43241bbd9df0e9a797b9188,2024-10-04T15:22:44Z,2025-08-18T10:22:44Z,31,False
DEV0463,device,tablet,Android 12,Firefox,e7c152f3f5b21b0cf642ded735cf7ce8a99da8e54f2a8a495641c850c2c63610,2025-01-06T15:22:44Z,2025-08-13T17:22:44Z,117,False
DEV0359,device,mobile,Android 12,Samsung Internet,a7f84dca1020dfde753fe465f382240eb8b813f8bc1b7496e4ec061f91d58a59,2024-11-22T15:22:44Z,2025-07-23T15:22:44Z,36,False
DEV0549,device,tablet,iPadOS 15,Safari,c2a3b1539bba39d4cc58bcf488a9e9adef932ac1d0a4c6d902d003f91e0c4600,2024-05-26T15:22:44Z,2025-07-27T08:22:44Z,103,False
DEV0173,device,tablet,iPadOS 16,Chrome,687825c563d5cfccfc88ed8eb70909dc97e0044e69f5783e65ceb67bce0e2c25,2024-10-19T15:22:44Z,2025-07-29T06:22:44Z,55,False
DEV0363,device,tablet,iPadOS 16,Firefox,f785a7423de07ffd6187f78991234bad5263330d2c5382c2160be850482613d4,2024-07-13T15:22:44Z,2025-08-16T18:22:44Z,60,False
DEV0684,device,desktop,macOS Monterey,Opera,a28a2b3e4ca15fcdcb72c8595b4669b96f8506d65105876d4e14e76c92073c8f,2025-01-13T15:22:44Z,2025-08-10T19:22:44Z,116,False
DEV0153,device,desktop,Ubuntu 22.04,Opera,6182c7a370c24c7062360d6cd75b9cf98be1b92b4456698accd326c136bf68f8,2024-10-18T15:22:44Z,2025-08-11T05:22:44Z,147,False
DEV0177,device,mobile,iOS 15,Firefox Mobile,d3a9b77aa4c231d8eda41f15c77febbd9e55547ff549141bc0ee2f89f5b82bcc,2025-02-27T15:22:44Z,2025-07-25T04:22:44Z,117,False
DEV0699,device,tablet,Android 12,Firefox,3d977d81ac01710eba7d22ef151e9ea42753331c1ce5a6459ea202b55239ce7b,2024-09-05T15:22:44Z,2025-08-17T17:22:44Z,101,False
DEV0221,device,mobile,iOS 16,Chrome Mobile,e54dece40379a5be1596ee27755d8b97f6c654e3b580ada6a9fe814613cd3888,2024-08-21T15:22:44Z,2025-08-09T07:22:44Z,143,False
DEV0642,device,mobile,Android 11,Samsung Internet,7f6229aea8812bcd51ea986ff37edcd39ce85420a6847b6c55db0c8b0804230e,2025-04-01T15:22:44Z,2025-08-17T19:22:44Z,134,False
DEV0047,device,desktop,macOS Ventura,Firefox,68daa324a0eb47a651966118abd9a012503c1317a511d8cac7d963ca4e5329f6,2025-07-20T15:22:44Z,2025-07-28T00:22:44Z,139,False
DEV0566,device,mobile,Android 13,Safari Mobile,48813eb23130643e1a7c4c2430ae8497984ba4343c3f58ce967e411cb72dd416,2025-01-05T15:22:44Z,2025-07-31T07:22:44Z,17,False
DEV0062,device,tablet,Android 11,Safari,4065336b8a0e26377bdac0fd499ea09a85e414c54263007de6d73056ba09bfdd,2024-07-13T15:22:44Z,2025-08-16T09:22:44Z,137,False
DEV0102,device,desktop,macOS Ventura,Chrome,0f37dd621a28add2c82a5b0ee4237a7e91389d5297504d7db9cf6b47cfdb222a,2025-07-02T15:22:44Z,2025-07-26T08:22:44Z,141,False
DEV0447,device,tablet,iPadOS 15,Safari,7e8748db33426c982e3f1eff810d62c41322b3b7ccfc93f78411eec5bafd6144,2025-03-03T15:22:44Z,2025-08-11T23:22:44Z,173,False
DEV0641,device,desktop,Ubuntu 22.04,Opera,ce9b380b2462ed09a21d9563b923823b2b5f066a44a25bc9aa37094ed8114aaa,2024-12-09T15:22:44Z,2025-08-04T19:22:44Z,115,False
DEV0521,device,tablet,Android 11,Chrome,2d77699db37aca5deb2a33c6375bc0e31bed8dfb579134ac8ae98cc2cfd1f0a3,2024-11-29T15:22:44Z,2025-08-07T20:22:44Z,66,False
DEV0471,device,tablet,Android 12,Chrome,cdc6c696e690d43a3b5c316642fb32cb70ac4bc843f4574c884515fb1c27506f,2025-07-23T15:22:44Z,2025-08-12T03:22:44Z,145,False
DEV0485,device,tablet,Android 11,Safari,27071083ce628b0a4eb97e95ad6ade77eff8555663609cdda3d9bda3bb459640,2024-07-17T15:22:44Z,2025-08-10T04:22:44Z,120,False
DEV0550,device,tablet,Android 12,Safari,0419003752c954987e3a847724693f7bd30c645bb85c5770af31da9308f21624,2025-01-09T15:22:44Z,2025-08-06T15:22:44Z,190,True
DEV0227,device,mobile,iOS 16,Samsung Internet,639137184e2a5f809e3b2f3746cf0295398b8eebb04fc2ae9843a42b5bde709b,2025-06-21T15:22:44Z,2025-08-17T01:22:44Z,96,False
DEV0138,device,mobile,iOS 16,Firefox Mobile,5f21adf16d1e9f85b13a83fbef28b3bacc93b886acc7d6241286edd95ebce170,2025-05-03T15:22:44Z,2025-08-10T04:22:44Z,154,False
DEV0504,device,mobile,Android 13,Safari Mobile,26e72fbf6044bdb7f70644fc41c03c431bb142c339a849a5e344dd88be288fa0,2024-05-22T15:22:44Z,2025-08-07T02:22:44Z,111,False
DEV0326,device,desktop,macOS Ventura,Safari,c7c64bb37791bbddf248a066eadea2f208ab1b0a7a7a97a2a80ecd0b608966d1,2024-07-03T15:22:44Z,2025-07-27T16:22:44Z,105,False
DEV0225,device,mobile,Android 11,Firefox Mobile,f963e5fb0b92852a68ef6f57639f7bce55ea9615edf2634331a84856d8364a71,2024-12-21T15:22:44Z,2025-07-24T20:22:44Z,152,False
DEV0075,device,mobile,Android 12,Samsung Internet,267b88a1460dc7357b9956dca500a2badcdaacaeaac7b1c817d43f7e565cfb0e,2025-08-17T15:22:44Z,2025-08-11T02:22:44Z,79,False
DEV0370,device,tablet,iPadOS 15,Chrome,3b3d12cea65ff803be9310bfcce7fc3f8a02b0b7bfa92223ac716129a16e2345,2024-12-03T15:22:44Z,2025-08-10T02:22:44Z,87,False
DEV0366,device,desktop,macOS Monterey,Chrome,0bebb4aefec43cc0a5d6c642c7f5574d1b113fe541aa359824f6699beade4dc2,2024-12-10T15:22:44Z,2025-07-31T13:22:44Z,33,False
DEV0108,device,mobile,iOS 16,Safari Mobile,b382eee8a1e927eea2662029fa1145c2a37c755240783750bcee75eebd05e1eb,2025-01-10T15:22:44Z,2025-08-05T04:22:44Z,94,False
DEV0649,device,desktop,Windows 11,Firefox,837f10265718050736dafdad6a1734b80649be87e4e69aa209519ab75a395392,2025-06-08T15:22:44Z,2025-08-18T05:22:44Z,182,False
DEV0621,device,tablet,Android 11,Chrome,054677656adb5c9edc0a9ae76d53487baa1db76531b6befab82fd0150af6f38e,2024-06-25T15:22:44Z,2025-08-09T01:22:44Z,125,True
DEV0613,device,desktop,Windows 10,Edge,41c6a5d6a6daa9eb15a183ddf9e46a5d8c83edeadb73266ef60f77d3457560c8,2024-05-08T15:22:44Z,2025-08-11T16:22:44Z,142,False
DEV0211,device,desktop,Windows 10,Safari,206813f36553af6c471b8b52d69649975505d8f049f93d6cbdf7db081a13248c,2024-09-13T15:22:44Z,2025-07-31T23:22:44Z,197,False
DEV0509,device,desktop,macOS Monterey,Edge,3aea504c445177f88435205b4a6f598657fe88375bdb6f40846b027e91aa588c,2024-08-03T15:22:44Z,2025-08-09T18:22:44Z,173,False
DEV0270,device,mobile,iOS 16,Chrome Mobile,18b3cfa4df9d496a842ad93ed7bf7e95d659ef5915efd4d51626e1aad5f9e5f3,2024-11-09T15:22:44Z,2025-08-10T23:22:44Z,75,False
DEV0482,device,desktop,Windows 10,Edge,90efaede49d488a134eac0d2d9fa5fba1881f648ad83bbe7327f90df28227db2,2025-01-01T15:22:44Z,2025-07-29T07:22:44Z,104,False
DEV0229,device,tablet,iPadOS 16,Safari,71e19b46582aeff6a8dea3193f0fda4c833f15e5d2d1c499a76a09869dbb8bc4,2025-06-03T15:22:44Z,2025-07-23T15:22:44Z,147,False
DEV0686,device,desktop,macOS Ventura,Firefox,9c9005185e8f8f4ff6818a9d27fe17ebf594ee93b2d4288955439e664b2575c9,2025-03-30T15:22:44Z,2025-08-14T02:22:44Z,42,False
DEV0402,device,tablet,Android 11,Chrome,7dbf599d0f6e2a5e31dc9a7bd900fbf0daf528a45e274b3f43539df853cca48a,2025-04-01T15:22:44Z,2025-07-31T10:22:44Z,86,False
DEV0692,device,mobile,iOS 15,Samsung Internet,89e1576a61c8ace79101222ef756e44b7ede06ed22fd7599cd7fe0bca7212038,2025-04-21T15:22:44Z,2025-07-31T16:22:44Z,35,False
DEV0474,device,mobile,Android 12,Firefox Mobile,8edbf530a5451a4554eeb823cdf228b69d4fa3af63356b26e72c7c34a3386b6b,2024-12-31T15:22:44Z,2025-08-10T20:22:44Z,64,False
DEV0436,device,mobile,Android 11,Samsung Internet,9f02cefcdea78b32eaf07801daf963201365d6551f7d0c9de6ec2a61a67e72d6,2024-12-25T15:22:44Z,2025-08-18T04:22:44Z,25,False
DEV0477,device,mobile,iOS 15,Chrome Mobile,c9aa02dc30992d2a1d10ca9125ca4ce35632ee9444b2393b71d953a2fdbb2386,2025-01-28T15:22:44Z,2025-08-03T11:22:44Z,133,False
DEV0578,device,desktop,macOS Monterey,Chrome,b9de1ab50a34338144a6076c6d8982019a8fa2d2738d8947a3432c9f44a34117,2025-07-03T15:22:44Z,2025-08-12T09:22:44Z,21,False
DEV0525,device,desktop,Ubuntu 22.04,Chrome,67cc865b9d61e73996ce7893b6a700a5f0bd0eeeb15ca324a899bcd503b7b196,2024-10-13T15:22:44Z,2025-07-19T01:22:44Z,162,False
DEV0399,device,mobile,Android 13,Safari Mobile,8f5bfd940218a10739ae331333324948a4e6f08090d6ea160dbaf9aacd6aefc3,2025-05-30T15:22:44Z,2025-08-01T03:22:44Z,137,False
DEV0414,device,desktop,Windows 11,Safari,b9ebadbe12e95ad67ee6ffdb8f0155701bd1b785244f3a4a768823896238c75a,2024-10-28T15:22:44Z,2025-07-19T14:22:44Z,53,False
DEV0300,device,desktop,Windows 11,Safari,49ef3169456f2bc0a3d883fd67e63ea13bfabb274a1df66b6c447db4b4dc4de2,2025-02-16T15:22:44Z,2025-08-06T06:22:44Z,78,False
DEV0575,device,desktop,Ubuntu 22.04,Edge,aa03a91905e949405ec3cdf8bea226e87488f8369e31429831fb393818cc4f1d,2025-04-13T15:22:44Z,2025-08-05T06:22:44Z,161,False
DEV0032,device,desktop,Windows 10,Firefox,82f6a5dbff87da01f016e11ce370ae7eea2e1d53820cafa5b6ddd511cbdece9a,2024-12-01T15:22:44Z,2025-07-26T23:22:44Z,41,False
DEV0088,device,tablet,iPadOS 15,Safari,3d619a80cb72cbf36f3b748cceda13cc11ed075f9c7882fad0fad47bb53062ec,2025-04-05T15:22:44Z,2025-07-27T01:22:44Z,167,False
DEV0241,device,mobile,iOS 16,Firefox Mobile,9d8b17792924fe7650dd9583ce2d0f34bb07c7ffeea1cb33efa4b7df92fbe884,2024-08-24T15:22:44Z,2025-08-08T16:22:44Z,119,False
DEV0481,device,mobile,Android 12,Chrome Mobile,e81e501b8dbd6742fdcf073640519cfe419be1050c0c50ff053670d0d644983a,2025-03-25T15:22:44Z,2025-08-10T22:22:44Z,76,False
DEV0006,device,mobile,Android 11,Chrome Mobile,3fc428699d4fd8ee147562f317629ecc507da537513764d8bae0515a2dd8387c,2024-11-04T15:22:44Z,2025-08-01T09:22:44Z,17,False
DEV0532,device,desktop,macOS Ventura,Edge,25a4aa97fd58a588a46d0183c82bad2a5ce0631991849674799d766a65da45e6,2025-05-01T15:22:44Z,2025-07-26T20:22:44Z,151,False
DEV0556,device,tablet,iPadOS 15,Firefox,f89b94e8148aa3e870c6fe9931c68c26983a1ce11329cf9440045ee0d0fe825f,2024-11-18T15:22:44Z,2025-08-13T01:22:44Z,196,False
DEV0069,device,desktop,Windows 10,Safari,2f6814daa41611d1e6c2fa789093b35b24440b208474c8b53780216cc5388d4f,2024-12-25T15:22:44Z,2025-07-26T20:22:44Z,185,False
DEV0379,device,mobile,Android 13,Samsung Internet,59547bf008b631a3f572dbe81064af372e84fd98ca555187860935d91923159d,2025-06-30T15:22:44Z,2025-07-30T05:22:44Z,71,False
DEV0581,device,mobile,iOS 16,Samsung Internet,8f6187fb10ec92e3735d0ccc11a268e4c544cbbb5322185b6d35a0dc250f596f,2024-10-17T15:22:44Z,2025-07-30T04:22:44Z,38,False
DEV0247,device,tablet,iPadOS 15,Chrome,73ed167b935c625b233b952c37a7806e36be9a6a96f6048455436b3953143033,2025-06-16T15:22:44Z,2025-08-01T05:22:44Z,6,False
DEV0238,device,mobile,Android 12,Chrome Mobile,6c5becfb1dfe76b0b51000d873e489f6e8af4649336cfc4e6679c696e6dac269,2025-05-30T15:22:44Z,2025-08-08T05:22:44Z,106,False
DEV0401,device,desktop,macOS Monterey,Edge,d56cf51b64d7fbf7e08277278d2ea61b00e774700bf614652b494d18de3c0ea3,2024-12-13T15:22:44Z,2025-07-30T15:22:44Z,49,False
DEV0450,device,mobile,Android 11,Safari Mobile,ef464fcdb2d3c6e38205fbf9353c8697aa78d426dcb23d66a796703654a925d8,2024-05-06T15:22:44Z,2025-08-11T21:22:44Z,180,False
DEV0429,device,tablet,Android 11,Firefox,a2d8b440d6d198077673ec3af253c87a4093669bc9fce43a988194b5cb07e733,2024-05-02T15:22:44Z,2025-07-20T04:22:44Z,21,False
DEV0020,device,desktop,Windows 10,Safari,ad61d31be328fa6109ee9725067e200b126bcd098849e5e6fe4974322d410d99,2024-08-24T15:22:44Z,2025-08-10T15:22:44Z,91,False
DEV0743,device,mobile,Android 11,Firefox Mobile,99d81e985d7137eedc60a7a9ed57d2106d7d3b166576b5eac978a853e9f9d076,2024-06-27T15:22:44Z,2025-08-02T15:22:44Z,128,False
