~from,~to,~label,since:Date
U0002550,A000255001,OWNS,2025-07-11T22:16:49Z
U0002550,A000255002,OWNS,2024-12-09T22:16:49Z
U0002550,A000255003,OWNS,2023-05-03T22:16:49Z
U0002551,A000255101,OWNS,2024-04-17T22:16:49Z
U0002551,A000255102,OWNS,2024-11-03T22:16:49Z
U0002551,A000255103,OWNS,2025-01-12T22:16:49Z
U0002551,A000255104,OWNS,2022-12-22T22:16:49Z
U0002552,A000255201,OWNS,2023-07-03T22:16:49Z
U0002553,A000255301,OWNS,2024-01-08T22:16:49Z
U0002554,A000255401,OWNS,2023-03-11T22:16:49Z
U0002554,A000255402,OWNS,2023-03-22T22:16:49Z
U0002555,A000255501,OWNS,2023-09-25T22:16:49Z
U0002556,A000255601,OWNS,2025-05-28T22:16:49Z
U0002557,A000255701,OWNS,2025-04-15T22:16:49Z
U0002557,A000255702,OWNS,2023-01-17T22:16:49Z
U0002558,A000255801,OWNS,2023-12-21T22:16:49Z
U0002558,A000255802,OWNS,2024-01-26T22:16:49Z
U0002558,A000255803,OWNS,2025-03-19T22:16:49Z
U0002559,A000255901,OWNS,2024-12-18T22:16:49Z
U0002559,A000255902,OWNS,2024-12-12T22:16:49Z
U0002559,A000255903,OWNS,2024-01-13T22:16:49Z
U0002560,A000256001,OWNS,2023-09-08T22:16:49Z
U0002560,A000256002,OWNS,2024-08-25T22:16:49Z
U0002561,A000256101,OWNS,2024-08-21T22:16:49Z
U0002562,A000256201,OWNS,2024-09-22T22:16:49Z
U0002562,A000256202,OWNS,2023-07-14T22:16:49Z
U0002563,A000256301,OWNS,2025-02-15T22:16:49Z
U0002563,A000256302,OWNS,2025-06-01T22:16:49Z
U0002564,A000256401,OWNS,2023-12-12T22:16:49Z
U0002565,A000256501,OWNS,2024-04-28T22:16:49Z
U0002565,A000256502,OWNS,2022-12-29T22:16:49Z
U0002566,A000256601,OWNS,2024-12-18T22:16:49Z
U0002566,A000256602,OWNS,2024-02-16T22:16:49Z
U0002566,A000256603,OWNS,2023-05-14T22:16:49Z
U0002567,A000256701,OWNS,2023-07-03T22:16:49Z
U0002568,A000256801,OWNS,2023-09-29T22:16:49Z
U0002568,A000256802,OWNS,2023-11-26T22:16:49Z
U0002569,A000256901,OWNS,2023-10-12T22:16:49Z
U0002569,A000256902,OWNS,2025-03-11T22:16:49Z
U0002570,A000257001,OWNS,2025-01-08T22:16:49Z
U0002571,A000257101,OWNS,2024-09-16T22:16:49Z
U0002571,A000257102,OWNS,2024-06-23T22:16:49Z
U0002572,A000257201,OWNS,2023-11-30T22:16:49Z
U0002573,A000257301,OWNS,2023-04-08T22:16:49Z
U0002574,A000257401,OWNS,2023-06-27T22:16:49Z
U0002574,A000257402,OWNS,2023-05-08T22:16:49Z
U0002574,A000257403,OWNS,2023-09-16T22:16:49Z
U0002575,A000257501,OWNS,2024-01-15T22:16:49Z
U0002575,A000257502,OWNS,2025-04-11T22:16:49Z
U0002576,A000257601,OWNS,2024-06-07T22:16:49Z
U0002577,A000257701,OWNS,2024-10-29T22:16:49Z
U0002577,A000257702,OWNS,2024-05-18T22:16:49Z
U0002577,A000257703,OWNS,2023-04-29T22:16:49Z
U0002577,A000257704,OWNS,2025-07-21T22:16:49Z
U0002578,A000257801,OWNS,2025-04-12T22:16:49Z
U0002578,A000257802,OWNS,2024-03-06T22:16:49Z
U0002578,A000257803,OWNS,2024-07-16T22:16:49Z
U0002578,A000257804,OWNS,2023-01-15T22:16:49Z
U0002579,A000257901,OWNS,2023-01-02T22:16:49Z
U0002580,A000258001,OWNS,2025-02-23T22:16:49Z
U0002581,A000258101,OWNS,2024-08-31T22:16:49Z
U0002582,A000258201,OWNS,2024-08-22T22:16:49Z
U0002583,A000258301,OWNS,2024-06-25T22:16:49Z
U0002584,A000258401,OWNS,2023-11-09T22:16:49Z
U0002584,A000258402,OWNS,2023-08-10T22:16:49Z
U0002585,A000258501,OWNS,2024-08-08T22:16:49Z
U0002585,A000258502,OWNS,2024-01-08T22:16:49Z
U0002586,A000258601,OWNS,2025-01-14T22:16:49Z
U0002586,A000258602,OWNS,2023-04-25T22:16:49Z
U0002586,A000258603,OWNS,2025-06-09T22:16:49Z
U0002587,A000258701,OWNS,2024-03-13T22:16:49Z
U0002588,A000258801,OWNS,2024-03-05T22:16:49Z
U0002588,A000258802,OWNS,2025-02-10T22:16:49Z
U0002588,A000258803,OWNS,2023-03-14T22:16:49Z
U0002589,A000258901,OWNS,2023-10-12T22:16:49Z
U0002589,A000258902,OWNS,2024-07-30T22:16:49Z
U0002590,A000259001,OWNS,2023-10-29T22:16:49Z
U0002590,A000259002,OWNS,2024-07-17T22:16:49Z
U0002591,A000259101,OWNS,2023-11-11T22:16:49Z
U0002592,A000259201,OWNS,2024-10-03T22:16:49Z
U0002592,A000259202,OWNS,2024-01-26T22:16:49Z
U0002592,A000259203,OWNS,2025-05-15T22:16:49Z
U0002592,A000259204,OWNS,2023-03-01T22:16:49Z
U0002593,A000259301,OWNS,2023-07-14T22:16:49Z
U0002593,A000259302,OWNS,2024-07-23T22:16:49Z
U0002594,A000259401,OWNS,2024-09-19T22:16:49Z
U0002594,A000259402,OWNS,2024-06-23T22:16:49Z
U0002595,A000259501,OWNS,2024-08-01T22:16:49Z
U0002595,A000259502,OWNS,2023-06-13T22:16:49Z
U0002596,A000259601,OWNS,2025-05-07T22:16:49Z
U0002596,A000259602,OWNS,2024-05-25T22:16:49Z
U0002597,A000259701,OWNS,2023-12-17T22:16:49Z
U0002598,A000259801,OWNS,2025-07-25T22:16:49Z
U0002598,A000259802,OWNS,2023-08-11T22:16:49Z
U0002599,A000259901,OWNS,2024-11-06T22:16:49Z
U0002599,A000259902,OWNS,2024-02-21T22:16:49Z
U0002600,A000260001,OWNS,2023-10-30T22:16:49Z
U0002601,A000260101,OWNS,2024-04-10T22:16:49Z
U0002601,A000260102,OWNS,2024-02-16T22:16:49Z
U0002601,A000260103,OWNS,2024-12-23T22:16:49Z
U0002602,A000260201,OWNS,2023-10-21T22:16:49Z
U0002602,A000260202,OWNS,2025-08-21T22:16:49Z
U0002603,A000260301,OWNS,2023-05-07T22:16:49Z
U0002603,A000260302,OWNS,2023-03-07T22:16:49Z
U0002603,A000260303,OWNS,2023-05-08T22:16:49Z
U0002603,A000260304,OWNS,2025-07-18T22:16:49Z
U0002604,A000260401,OWNS,2024-05-17T22:16:49Z
U0002604,A000260402,OWNS,2024-03-18T22:16:49Z
U0002605,A000260501,OWNS,2023-02-11T22:16:49Z
U0002605,A000260502,OWNS,2025-08-07T22:16:49Z
U0002606,A000260601,OWNS,2025-01-24T22:16:49Z
U0002607,A000260701,OWNS,2023-09-20T22:16:49Z
U0002607,A000260702,OWNS,2025-08-21T22:16:49Z
U0002607,A000260703,OWNS,2024-06-03T22:16:49Z
U0002607,A000260704,OWNS,2023-12-23T22:16:49Z
U0002608,A000260801,OWNS,2024-12-23T22:16:49Z
U0002608,A000260802,OWNS,2023-11-10T22:16:49Z
U0002608,A000260803,OWNS,2023-02-14T22:16:49Z
U0002609,A000260901,OWNS,2025-09-02T22:16:49Z
U0002609,A000260902,OWNS,2024-08-28T22:16:49Z
U0002609,A000260903,OWNS,2023-03-06T22:16:49Z
U0002609,A000260904,OWNS,2025-03-03T22:16:49Z
U0002610,A000261001,OWNS,2025-06-27T22:16:49Z
U0002610,A000261002,OWNS,2023-08-11T22:16:49Z
U0002611,A000261101,OWNS,2024-07-30T22:16:49Z
U0002611,A000261102,OWNS,2023-03-09T22:16:49Z
U0002611,A000261103,OWNS,2024-12-29T22:16:49Z
U0002612,A000261201,OWNS,2024-05-03T22:16:49Z
U0002612,A000261202,OWNS,2024-08-27T22:16:49Z
U0002612,A000261203,OWNS,2023-03-25T22:16:49Z
U0002612,A000261204,OWNS,2024-08-16T22:16:49Z
U0002613,A000261301,OWNS,2023-03-11T22:16:49Z
U0002613,A000261302,OWNS,2024-11-09T22:16:49Z
U0002614,A000261401,OWNS,2024-05-13T22:16:49Z
U0002614,A000261402,OWNS,2024-06-14T22:16:49Z
U0002614,A000261403,OWNS,2023-05-04T22:16:49Z
U0002615,A000261501,OWNS,2023-12-18T22:16:49Z
U0002615,A000261502,OWNS,2025-01-08T22:16:49Z
U0002615,A000261503,OWNS,2024-07-27T22:16:49Z
U0002616,A000261601,OWNS,2024-04-18T22:16:49Z
U0002616,A000261602,OWNS,2025-08-22T22:16:49Z
U0002616,A000261603,OWNS,2024-02-16T22:16:49Z
U0002616,A000261604,OWNS,2023-10-19T22:16:49Z
U0002617,A000261701,OWNS,2023-05-05T22:16:49Z
U0002617,A000261702,OWNS,2023-10-19T22:16:49Z
U0002618,A000261801,OWNS,2024-11-05T22:16:49Z
U0002619,A000261901,OWNS,2024-08-25T22:16:49Z
U0002619,A000261902,OWNS,2023-11-26T22:16:49Z
U0002620,A000262001,OWNS,2024-06-01T22:16:49Z
U0002620,A000262002,OWNS,2024-08-18T22:16:49Z
U0002621,A000262101,OWNS,2023-04-30T22:16:49Z
U0002622,A000262201,OWNS,2024-05-07T22:16:49Z
U0002622,A000262202,OWNS,2023-10-21T22:16:49Z
U0002622,A000262203,OWNS,2024-12-04T22:16:49Z
U0002623,A000262301,OWNS,2025-08-17T22:16:49Z
U0002623,A000262302,OWNS,2023-11-17T22:16:49Z
U0002623,A000262303,OWNS,2025-08-02T22:16:49Z
U0002623,A000262304,OWNS,2024-05-15T22:16:49Z
U0002624,A000262401,OWNS,2023-01-23T22:16:49Z
U0002625,A000262501,OWNS,2024-08-28T22:16:49Z
U0002626,A000262601,OWNS,2024-07-19T22:16:49Z
U0002626,A000262602,OWNS,2024-04-05T22:16:49Z
U0002627,A000262701,OWNS,2024-12-13T22:16:49Z
U0002627,A000262702,OWNS,2023-08-12T22:16:49Z
U0002627,A000262703,OWNS,2023-10-06T22:16:49Z
U0002628,A000262801,OWNS,2024-04-21T22:16:49Z
U0002629,A000262901,OWNS,2023-09-23T22:16:49Z
U0002629,A000262902,OWNS,2024-04-17T22:16:49Z
U0002630,A000263001,OWNS,2024-02-13T22:16:49Z
U0002630,A000263002,OWNS,2023-03-04T22:16:49Z
U0002630,A000263003,OWNS,2023-12-14T22:16:49Z
U0002630,A000263004,OWNS,2023-07-09T22:16:49Z
U0002631,A000263101,OWNS,2024-10-13T22:16:49Z
U0002631,A000263102,OWNS,2024-03-14T22:16:49Z
U0002632,A000263201,OWNS,2023-05-17T22:16:49Z
U0002632,A000263202,OWNS,2024-10-18T22:16:49Z
U0002633,A000263301,OWNS,2023-06-30T22:16:49Z
U0002634,A000263401,OWNS,2025-09-05T22:16:49Z
U0002634,A000263402,OWNS,2024-02-07T22:16:49Z
U0002635,A000263501,OWNS,2024-09-01T22:16:49Z
U0002635,A000263502,OWNS,2025-04-11T22:16:49Z
U0002635,A000263503,OWNS,2023-10-11T22:16:49Z
U0002636,A000263601,OWNS,2023-03-16T22:16:49Z
U0002636,A000263602,OWNS,2024-12-14T22:16:49Z
U0002636,A000263603,OWNS,2024-01-13T22:16:49Z
U0002636,A000263604,OWNS,2024-01-27T22:16:49Z
U0002637,A000263701,OWNS,2025-04-26T22:16:49Z
U0002637,A000263702,OWNS,2024-03-23T22:16:49Z
U0002637,A000263703,OWNS,2025-04-15T22:16:49Z
U0002637,A000263704,OWNS,2023-01-09T22:16:49Z
U0002638,A000263801,OWNS,2024-03-16T22:16:49Z
U0002638,A000263802,OWNS,2022-12-31T22:16:49Z
U0002639,A000263901,OWNS,2024-06-15T22:16:49Z
U0002640,A000264001,OWNS,2024-08-23T22:16:49Z
U0002641,A000264101,OWNS,2025-02-01T22:16:49Z
U0002642,A000264201,OWNS,2023-09-04T22:16:49Z
U0002642,A000264202,OWNS,2023-06-06T22:16:49Z
U0002643,A000264301,OWNS,2024-10-24T22:16:49Z
U0002644,A000264401,OWNS,2024-08-08T22:16:49Z
U0002644,A000264402,OWNS,2025-08-10T22:16:49Z
U0002644,A000264403,OWNS,2024-04-26T22:16:49Z
U0002645,A000264501,OWNS,2024-10-18T22:16:49Z
U0002645,A000264502,OWNS,2023-05-10T22:16:49Z
U0002646,A000264601,OWNS,2024-10-20T22:16:49Z
U0002646,A000264602,OWNS,2023-08-08T22:16:49Z
U0002647,A000264701,OWNS,2025-01-19T22:16:49Z
U0002647,A000264702,OWNS,2024-03-16T22:16:49Z
U0002648,A000264801,OWNS,2024-10-17T22:16:49Z
U0002648,A000264802,OWNS,2023-04-12T22:16:49Z
U0002648,A000264803,OWNS,2025-05-06T22:16:49Z
U0002649,A000264901,OWNS,2024-09-06T22:16:49Z
U0002650,A000265001,OWNS,2023-10-21T22:16:49Z
U0002651,A000265101,OWNS,2025-03-27T22:16:49Z
U0002651,A000265102,OWNS,2025-07-28T22:16:49Z
U0002651,A000265103,OWNS,2023-11-30T22:16:49Z
U0002651,A000265104,OWNS,2024-07-09T22:16:49Z
U0002652,A000265201,OWNS,2023-12-15T22:16:49Z
U0002652,A000265202,OWNS,2025-08-10T22:16:49Z
U0002652,A000265203,OWNS,2025-06-22T22:16:49Z
U0002653,A000265301,OWNS,2023-12-19T22:16:49Z
U0002653,A000265302,OWNS,2024-06-14T22:16:49Z
U0002653,A000265303,OWNS,2024-04-16T22:16:49Z
U0002654,A000265401,OWNS,2024-05-11T22:16:49Z
U0002654,A000265402,OWNS,2024-05-05T22:16:49Z
U0002655,A000265501,OWNS,2024-03-27T22:16:49Z
U0002655,A000265502,OWNS,2024-09-18T22:16:49Z
U0002655,A000265503,OWNS,2023-07-24T22:16:49Z
U0002656,A000265601,OWNS,2024-09-16T22:16:49Z
U0002657,A000265701,OWNS,2025-01-06T22:16:49Z
U0002657,A000265702,OWNS,2025-03-13T22:16:49Z
U0002658,A000265801,OWNS,2025-06-28T22:16:49Z
U0002659,A000265901,OWNS,2024-12-29T22:16:49Z
U0002659,A000265902,OWNS,2023-09-29T22:16:49Z
U0002660,A000266001,OWNS,2024-03-02T22:16:49Z
U0002661,A000266101,OWNS,2023-03-21T22:16:49Z
U0002662,A000266201,OWNS,2024-09-27T22:16:49Z
U0002663,A000266301,OWNS,2025-07-13T22:16:49Z
U0002664,A000266401,OWNS,2024-09-16T22:16:49Z
U0002664,A000266402,OWNS,2024-09-18T22:16:49Z
U0002665,A000266501,OWNS,2023-07-24T22:16:49Z
U0002665,A000266502,OWNS,2025-07-20T22:16:49Z
U0002666,A000266601,OWNS,2025-04-19T22:16:49Z
U0002667,A000266701,OWNS,2024-05-25T22:16:49Z
U0002667,A000266702,OWNS,2023-01-13T22:16:49Z
U0002667,A000266703,OWNS,2024-10-23T22:16:49Z
U0002668,A000266801,OWNS,2024-08-03T22:16:49Z
U0002668,A000266802,OWNS,2025-08-10T22:16:49Z
U0002669,A000266901,OWNS,2025-06-17T22:16:49Z
U0002670,A000267001,OWNS,2025-05-22T22:16:49Z
U0002670,A000267002,OWNS,2023-07-20T22:16:49Z
U0002671,A000267101,OWNS,2023-04-22T22:16:49Z
U0002671,A000267102,OWNS,2025-03-30T22:16:49Z
U0002671,A000267103,OWNS,2023-05-26T22:16:49Z
U0002671,A000267104,OWNS,2022-12-25T22:16:49Z
U0002672,A000267201,OWNS,2025-06-29T22:16:49Z
U0002672,A000267202,OWNS,2025-07-16T22:16:49Z
U0002673,A000267301,OWNS,2024-02-17T22:16:49Z
U0002673,A000267302,OWNS,2024-07-26T22:16:49Z
U0002673,A000267303,OWNS,2023-07-27T22:16:49Z
U0002674,A000267401,OWNS,2024-02-21T22:16:49Z
U0002674,A000267402,OWNS,2022-12-26T22:16:49Z
U0002674,A000267403,OWNS,2025-02-09T22:16:49Z
U0002675,A000267501,OWNS,2024-07-24T22:16:49Z
U0002675,A000267502,OWNS,2024-01-17T22:16:49Z
U0002675,A000267503,OWNS,2024-09-20T22:16:49Z
U0002676,A000267601,OWNS,2024-06-30T22:16:49Z
U0002676,A000267602,OWNS,2024-10-31T22:16:49Z
U0002677,A000267701,OWNS,2024-04-21T22:16:49Z
U0002677,A000267702,OWNS,2024-12-26T22:16:49Z
U0002677,A000267703,OWNS,2025-04-27T22:16:49Z
U0002677,A000267704,OWNS,2023-06-06T22:16:49Z
U0002678,A000267801,OWNS,2023-10-28T22:16:49Z
U0002678,A000267802,OWNS,2024-04-11T22:16:49Z
U0002678,A000267803,OWNS,2024-04-17T22:16:49Z
U0002679,A000267901,OWNS,2025-01-27T22:16:49Z
U0002680,A000268001,OWNS,2024-11-15T22:16:49Z
U0002680,A000268002,OWNS,2023-11-25T22:16:49Z
U0002681,A000268101,OWNS,2025-06-12T22:16:49Z
U0002682,A000268201,OWNS,2024-11-17T22:16:49Z
U0002682,A000268202,OWNS,2024-06-06T22:16:49Z
U0002683,A000268301,OWNS,2025-04-16T22:16:49Z
U0002684,A000268401,OWNS,2023-11-21T22:16:49Z
U0002684,A000268402,OWNS,2023-05-09T22:16:49Z
U0002684,A000268403,OWNS,2025-07-07T22:16:49Z
U0002685,A000268501,OWNS,2024-09-22T22:16:49Z
U0002686,A000268601,OWNS,2023-02-17T22:16:49Z
U0002686,A000268602,OWNS,2025-07-25T22:16:49Z
U0002687,A000268701,OWNS,2024-11-25T22:16:49Z
U0002688,A000268801,OWNS,2024-09-14T22:16:49Z
U0002688,A000268802,OWNS,2025-01-24T22:16:49Z
U0002688,A000268803,OWNS,2023-01-31T22:16:49Z
U0002689,A000268901,OWNS,2024-07-02T22:16:49Z
U0002689,A000268902,OWNS,2023-12-25T22:16:49Z
U0002690,A000269001,OWNS,2025-07-06T22:16:49Z
U0002690,A000269002,OWNS,2023-11-10T22:16:49Z
U0002691,A000269101,OWNS,2023-03-13T22:16:49Z
U0002691,A000269102,OWNS,2023-11-05T22:16:49Z
U0002692,A000269201,OWNS,2023-03-30T22:16:49Z
U0002693,A000269301,OWNS,2023-03-16T22:16:49Z
U0002693,A000269302,OWNS,2024-12-21T22:16:49Z
U0002693,A000269303,OWNS,2024-04-29T22:16:49Z
U0002694,A000269401,OWNS,2023-01-11T22:16:49Z
U0002695,A000269501,OWNS,2025-05-05T22:16:49Z
U0002696,A000269601,OWNS,2023-03-25T22:16:49Z
U0002696,A000269602,OWNS,2023-11-19T22:16:49Z
U0002697,A000269701,OWNS,2023-03-23T22:16:49Z
U0002698,A000269801,OWNS,2023-06-27T22:16:49Z
U0002699,A000269901,OWNS,2024-11-21T22:16:49Z
U0002699,A000269902,OWNS,2023-05-08T22:16:49Z
U0002700,A000270001,OWNS,2023-02-03T22:16:49Z
U0002701,A000270101,OWNS,2025-04-09T22:16:49Z
U0002701,A000270102,OWNS,2024-03-30T22:16:49Z
U0002702,A000270201,OWNS,2023-04-04T22:16:49Z
U0002702,A000270202,OWNS,2024-04-02T22:16:49Z
U0002703,A000270301,OWNS,2024-11-14T22:16:49Z
U0002703,A000270302,OWNS,2024-02-03T22:16:49Z
U0002703,A000270303,OWNS,2023-08-02T22:16:49Z
U0002703,A000270304,OWNS,2023-12-09T22:16:49Z
U0002704,A000270401,OWNS,2024-01-23T22:16:49Z
U0002704,A000270402,OWNS,2024-01-03T22:16:49Z
U0002705,A000270501,OWNS,2024-04-04T22:16:49Z
U0002706,A000270601,OWNS,2023-10-17T22:16:49Z
U0002707,A000270701,OWNS,2025-07-30T22:16:49Z
U0002707,A000270702,OWNS,2024-11-17T22:16:49Z
U0002708,A000270801,OWNS,2023-09-23T22:16:49Z
U0002708,A000270802,OWNS,2024-08-07T22:16:49Z
U0002709,A000270901,OWNS,2023-12-30T22:16:49Z
U0002709,A000270902,OWNS,2023-10-24T22:16:49Z
U0002709,A000270903,OWNS,2024-09-21T22:16:49Z
U0002710,A000271001,OWNS,2025-05-28T22:16:49Z
U0002710,A000271002,OWNS,2023-04-01T22:16:49Z
U0002711,A000271101,OWNS,2023-06-28T22:16:49Z
U0002712,A000271201,OWNS,2025-01-13T22:16:49Z
U0002713,A000271301,OWNS,2024-10-04T22:16:49Z
U0002714,A000271401,OWNS,2023-01-26T22:16:49Z
U0002714,A000271402,OWNS,2025-06-18T22:16:49Z
U0002714,A000271403,OWNS,2023-11-21T22:16:49Z
U0002715,A000271501,OWNS,2025-07-20T22:16:49Z
U0002715,A000271502,OWNS,2024-07-02T22:16:49Z
U0002716,A000271601,OWNS,2024-07-04T22:16:49Z
U0002717,A000271701,OWNS,2023-06-19T22:16:49Z
U0002717,A000271702,OWNS,2023-05-08T22:16:49Z
U0002718,A000271801,OWNS,2023-08-01T22:16:49Z
U0002719,A000271901,OWNS,2022-12-23T22:16:49Z
U0002719,A000271902,OWNS,2023-01-15T22:16:49Z
U0002719,A000271903,OWNS,2023-03-15T22:16:49Z
U0002720,A000272001,OWNS,2024-05-09T22:16:49Z
U0002720,A000272002,OWNS,2025-07-21T22:16:49Z
U0002721,A000272101,OWNS,2025-06-02T22:16:49Z
U0002722,A000272201,OWNS,2023-08-28T22:16:49Z
U0002723,A000272301,OWNS,2024-06-09T22:16:49Z
U0002723,A000272302,OWNS,2024-06-26T22:16:49Z
U0002724,A000272401,OWNS,2025-08-13T22:16:49Z
U0002724,A000272402,OWNS,2023-07-21T22:16:49Z
U0002725,A000272501,OWNS,2024-06-19T22:16:49Z
U0002726,A000272601,OWNS,2024-01-09T22:16:49Z
U0002727,A000272701,OWNS,2024-01-29T22:16:49Z
U0002727,A000272702,OWNS,2025-04-02T22:16:49Z
U0002728,A000272801,OWNS,2023-02-07T22:16:49Z
U0002729,A000272901,OWNS,2025-04-29T22:16:49Z
U0002730,A000273001,OWNS,2025-03-16T22:16:49Z
U0002730,A000273002,OWNS,2025-02-22T22:16:49Z
U0002730,A000273003,OWNS,2023-09-05T22:16:49Z
U0002731,A000273101,OWNS,2025-06-28T22:16:49Z
U0002731,A000273102,OWNS,2024-06-01T22:16:49Z
U0002732,A000273201,OWNS,2022-12-21T22:16:49Z
U0002732,A000273202,OWNS,2023-05-11T22:16:49Z
U0002733,A000273301,OWNS,2024-11-15T22:16:49Z
U0002733,A000273302,OWNS,2023-10-10T22:16:49Z
U0002733,A000273303,OWNS,2024-10-25T22:16:49Z
U0002734,A000273401,OWNS,2024-04-03T22:16:49Z
U0002735,A000273501,OWNS,2024-09-01T22:16:49Z
U0002735,A000273502,OWNS,2023-07-16T22:16:49Z
U0002735,A000273503,OWNS,2023-10-24T22:16:49Z
U0002736,A000273601,OWNS,2024-06-09T22:16:49Z
U0002736,A000273602,OWNS,2023-07-06T22:16:49Z
U0002737,A000273701,OWNS,2024-08-08T22:16:49Z
U0002737,A000273702,OWNS,2023-01-19T22:16:49Z
U0002737,A000273703,OWNS,2024-04-09T22:16:49Z
U0002737,A000273704,OWNS,2025-06-17T22:16:49Z
U0002738,A000273801,OWNS,2023-04-07T22:16:49Z
U0002738,A000273802,OWNS,2023-04-07T22:16:49Z
U0002738,A000273803,OWNS,2023-03-02T22:16:49Z
U0002739,A000273901,OWNS,2024-02-22T22:16:49Z
U0002739,A000273902,OWNS,2025-02-12T22:16:49Z
U0002740,A000274001,OWNS,2024-12-14T22:16:49Z
U0002740,A000274002,OWNS,2024-06-25T22:16:49Z
U0002740,A000274003,OWNS,2023-07-31T22:16:49Z
U0002741,A000274101,OWNS,2024-12-10T22:16:49Z
U0002742,A000274201,OWNS,2024-09-30T22:16:49Z
U0002743,A000274301,OWNS,2023-10-07T22:16:49Z
U0002744,A000274401,OWNS,2024-11-24T22:16:49Z
U0002744,A000274402,OWNS,2023-11-25T22:16:49Z
U0002745,A000274501,OWNS,2023-01-08T22:16:49Z
U0002745,A000274502,OWNS,2023-06-23T22:16:49Z
U0002745,A000274503,OWNS,2024-05-08T22:16:49Z
U0002746,A000274601,OWNS,2025-03-03T22:16:49Z
U0002746,A000274602,OWNS,2024-07-26T22:16:49Z
U0002747,A000274701,OWNS,2023-01-12T22:16:49Z
U0002748,A000274801,OWNS,2023-08-07T22:16:49Z
U0002749,A000274901,OWNS,2023-11-13T22:16:49Z
U0002750,A000275001,OWNS,2025-06-28T22:16:49Z
U0002750,A000275002,OWNS,2023-10-05T22:16:49Z
U0002751,A000275101,OWNS,2025-06-28T22:16:49Z
U0002752,A000275201,OWNS,2024-09-08T22:16:49Z
U0002752,A000275202,OWNS,2023-06-17T22:16:49Z
U0002752,A000275203,OWNS,2025-06-29T22:16:49Z
U0002753,A000275301,OWNS,2023-08-12T22:16:49Z
U0002754,A000275401,OWNS,2022-12-19T22:16:49Z
U0002755,A000275501,OWNS,2024-01-18T22:16:49Z
U0002755,A000275502,OWNS,2025-05-02T22:16:49Z
U0002756,A000275601,OWNS,2024-05-23T22:16:49Z
U0002756,A000275602,OWNS,2024-12-25T22:16:49Z
U0002756,A000275603,OWNS,2025-04-28T22:16:49Z
U0002756,A000275604,OWNS,2025-02-16T22:16:49Z
U0002757,A000275701,OWNS,2023-01-29T22:16:49Z
U0002757,A000275702,OWNS,2024-04-23T22:16:49Z
U0002757,A000275703,OWNS,2025-04-11T22:16:49Z
U0002757,A000275704,OWNS,2023-09-04T22:16:49Z
U0002758,A000275801,OWNS,2025-07-24T22:16:49Z
U0002758,A000275802,OWNS,2024-12-28T22:16:49Z
U0002759,A000275901,OWNS,2025-05-18T22:16:49Z
U0002759,A000275902,OWNS,2023-11-30T22:16:49Z
U0002760,A000276001,OWNS,2023-08-07T22:16:49Z
U0002760,A000276002,OWNS,2023-05-25T22:16:49Z
U0002761,A000276101,OWNS,2023-04-28T22:16:49Z
U0002761,A000276102,OWNS,2025-04-15T22:16:49Z
U0002762,A000276201,OWNS,2025-07-21T22:16:49Z
U0002762,A000276202,OWNS,2025-03-08T22:16:49Z
U0002762,A000276203,OWNS,2024-01-21T22:16:49Z
U0002763,A000276301,OWNS,2023-05-16T22:16:49Z
U0002764,A000276401,OWNS,2024-07-17T22:16:49Z
U0002764,A000276402,OWNS,2024-01-06T22:16:49Z
U0002765,A000276501,OWNS,2025-03-22T22:16:49Z
U0002765,A000276502,OWNS,2023-05-29T22:16:49Z
U0002766,A000276601,OWNS,2024-12-18T22:16:49Z
U0002766,A000276602,OWNS,2025-07-03T22:16:49Z
U0002767,A000276701,OWNS,2023-06-14T22:16:49Z
U0002767,A000276702,OWNS,2025-02-25T22:16:49Z
U0002767,A000276703,OWNS,2024-02-26T22:16:49Z
U0002767,A000276704,OWNS,2023-01-20T22:16:49Z
U0002768,A000276801,OWNS,2023-03-11T22:16:49Z
U0002769,A000276901,OWNS,2023-08-17T22:16:49Z
U0002770,A000277001,OWNS,2023-05-20T22:16:49Z
U0002770,A000277002,OWNS,2024-01-17T22:16:49Z
U0002771,A000277101,OWNS,2023-12-01T22:16:49Z
U0002772,A000277201,OWNS,2024-07-18T22:16:49Z
U0002772,A000277202,OWNS,2025-02-14T22:16:49Z
U0002772,A000277203,OWNS,2024-09-09T22:16:49Z
U0002773,A000277301,OWNS,2025-07-05T22:16:49Z
U0002773,A000277302,OWNS,2024-07-05T22:16:49Z
U0002773,A000277303,OWNS,2024-02-21T22:16:49Z
U0002774,A000277401,OWNS,2024-05-15T22:16:49Z
U0002774,A000277402,OWNS,2025-03-20T22:16:49Z
U0002775,A000277501,OWNS,2024-07-28T22:16:49Z
U0002775,A000277502,OWNS,2025-06-11T22:16:49Z
U0002776,A000277601,OWNS,2024-08-20T22:16:49Z
U0002776,A000277602,OWNS,2024-12-10T22:16:49Z
U0002776,A000277603,OWNS,2025-04-12T22:16:49Z
U0002776,A000277604,OWNS,2023-03-15T22:16:49Z
U0002777,A000277701,OWNS,2025-02-15T22:16:49Z
U0002777,A000277702,OWNS,2025-01-16T22:16:49Z
U0002778,A000277801,OWNS,2024-08-05T22:16:49Z
U0002778,A000277802,OWNS,2023-10-24T22:16:49Z
U0002779,A000277901,OWNS,2024-03-11T22:16:49Z
U0002779,A000277902,OWNS,2024-06-22T22:16:49Z
